Project_ID,Construction_Year,City,Plot_Area_sqft,Builtup_Area_sqft,Number_of_Floors,House_Type,Construction_Quality,Bedroom_Count,Bathroom_Count,Hall_Count,Kitchen_Count,Foundation_Type,Steel_Quantity_kg,Cement_Bags,Sand_Quantity_m3,Aggregate_Quantity_m3,Brick_Quantity,Electrical_Points,Plumbing_Points,Mason_Labour_Days,Carpenter_Labour_Days,Electrician_Labour_Days,Plumber_Labour_Days,Cement_Rate_per_Bag,Steel_Rate_per_kg,Sand_Rate_per_m3,Brick_Rate_per_1000,Material_Cost,Labour_Cost,Total_Estimated_Cost
286,2018,Tiruppur,2527,2022,2,Residential,Standard,2,2,1,1,RCC,9099,667,30.33,24.26,16176,42,17,80,50,25,22,396,60,1878,7032,11884507.2,4792140.0,19168560.0
287,2016,Trichy,3485,2788,1,Residential,Premium,2,2,1,1,RCC,12546,920,41.82,33.46,22304,31,14,111,69,34,30,468,81,1938,7378,19349500.64,7802218.0,31208872.0
288,2010,Tiruppur,3247,2598,1,Residential,Standard,4,4,1,1,RCC,11691,857,38.97,31.18,20784,39,12,103,64,32,28,361,62,1819,8235,13182459.84,5315508.0,21262032.0
289,2024,Erode,3572,2858,3,Residential,Economy,3,3,1,1,RCC,12861,943,42.87,34.3,22864,75,10,114,71,35,31,413,68,2515,10249,10808956.0,4358450.0,17433800.0
290,2010,Chennai,2717,2174,1,Residential,Standard,5,4,1,1,RCC,9783,717,32.61,26.09,17392,42,24,86,54,27,24,436,65,2377,10526,10157623.68,4095816.0,16383264.0
291,2012,Chennai,1536,1229,3,Residential,Economy,1,1,1,1,RCC,5530,405,18.43,14.75,9832,40,23,49,30,15,13,377,74,2077,7021,5333860.0,2150750.0,8603000.0
292,2013,Trichy,1916,1533,1,Residential,Standard,5,4,1,1,RCC,6898,505,22.99,18.4,12264,70,23,61,38,19,17,369,69,1640,8834,9215660.16,3715992.0,14863968.0
293,2018,Chennai,1370,1096,2,Residential,Economy,2,2,1,1,RCC,4932,361,16.44,13.15,8768,30,14,43,27,13,12,425,59,2035,11559,4512012.8,1819360.0,7277440.0
294,2024,Trichy,2856,2285,2,Residential,Premium,1,1,1,1,RCC,10282,754,34.27,27.42,18280,61,25,91,57,28,25,402,80,2040,9200,11051676.7,4456321.25,17825285.0
295,2014,Salem,3043,2435,2,Residential,Luxury,3,3,1,1,RCC,10957,803,36.52,29.22,19480,74,21,97,60,30,27,462,62,2500,7043,20000505.6,8064720.0,32258880.0
296,2017,Tiruppur,2223,1779,3,Residential,Premium,5,4,1,1,RCC,8005,587,26.68,21.35,14232,50,29,71,44,22,19,374,60,2471,7275,11771002.56,4746372.0,18985488.0
297,2020,Salem,1252,1002,2,Residential,Premium,5,4,1,1,RCC,4509,330,15.03,12.02,8016,25,23,40,25,12,11,455,78,2163,11178,6954160.56,2804097.0,11216388.0
298,2022,Madurai,2752,2202,3,Residential,Luxury,5,4,1,1,RCC,9909,726,33.03,26.42,17616,33,20,88,55,27,24,427,66,2455,9638,15875010.72,6401214.0,25604856.0
299,2018,Tiruppur,1367,1094,3,Residential,Standard,5,4,1,1,RCC,4923,361,16.41,13.13,8752,85,19,43,27,13,12,426,76,2176,11675,5404535.04,2179248.0,8716992.0
300,2016,Trichy,2132,1706,1,Residential,Premium,1,1,1,1,RCC,7677,562,25.59,20.47,13648,46,19,68,42,21,18,390,79,1552,8248,12392247.52,4996874.0,19987496.0
301,2021,Tiruppur,3356,2685,1,Residential,Premium,1,1,1,1,RCC,12082,886,40.27,32.22,21480,79,11,107,67,33,29,412,62,1715,10073,17765678.4,7163580.0,28654320.0
302,2012,Madurai,1526,1221,2,Residential,Premium,3,3,1,1,RCC,5494,402,18.31,14.65,9768,75,17,48,30,15,13,417,80,1428,10680,8474081.88,3416968.5,13667874.0
303,2014,Madurai,3448,2759,3,Residential,Standard,2,2,1,1,RCC,12415,910,41.38,33.11,22072,87,24,110,68,34,30,444,65,2475,10037,10674019.2,4304040.0,17216160.0
304,2016,Chennai,3678,2943,2,Residential,Premium,4,4,1,1,RCC,13243,971,44.14,35.32,23544,58,9,117,73,36,32,435,63,1827,11461,13757936.4,5547555.0,22190220.0
305,2024,Chennai,2405,1924,2,Residential,Standard,3,3,1,1,RCC,8658,634,28.86,23.09,15392,88,10,76,48,24,21,385,62,2066,9379,9504867.84,3832608.0,15330432.0
306,2011,Erode,2902,2322,1,Residential,Luxury,4,4,1,1,RCC,10449,766,34.83,27.86,18576,62,21,92,58,29,25,415,78,2444,9103,18605907.36,7502382.0,30009528.0
307,2021,Chennai,2803,2243,1,Residential,Standard,4,4,1,1,RCC,10093,740,33.64,26.92,17944,51,18,89,56,28,24,470,60,1363,10649,10480013.76,4225812.0,16903248.0
308,2010,Chennai,2942,2354,2,Residential,Luxury,5,4,1,1,RCC,10593,776,35.31,28.25,18832,84,22,94,58,29,26,449,71,2049,10879,20753805.6,8368470.0,33473880.0
309,2014,Trichy,1901,1521,1,Residential,Luxury,4,4,1,1,RCC,6844,501,22.81,18.25,12168,26,29,60,38,19,16,389,81,1610,10290,13409744.4,5407155.0,21628620.0
310,2024,Chennai,1207,966,3,Residential,Premium,3,3,1,1,RCC,4347,318,14.49,11.59,7728,36,15,38,24,12,10,468,60,2369,7126,6391674.24,2577288.0,10309152.0
311,2011,Tiruppur,1520,1216,2,Residential,Standard,1,1,1,1,RCC,5472,401,18.24,14.59,9728,50,30,48,30,15,13,402,73,1312,11508,6984314.88,2816256.0,11265024.0
312,2014,Madurai,3138,2511,3,Residential,Luxury,2,2,1,1,RCC,11299,828,37.66,30.13,20088,67,14,100,62,31,27,426,58,1581,11414,15076244.88,6079131.0,24316524.0
313,2022,Madurai,2406,1925,3,Residential,Economy,3,3,1,1,RCC,8662,635,28.88,23.1,15400,63,25,77,48,24,21,410,74,2060,7419,8354500.0,3368750.0,13475000.0
314,2018,Madurai,2570,2056,2,Residential,Luxury,2,2,1,1,RCC,9252,678,30.84,24.67,16448,50,12,82,51,25,22,366,64,2299,10062,17300499.84,6976008.0,27904032.0
315,2020,Coimbatore,3376,2701,3,Residential,Standard,4,4,1,1,RCC,12154,891,40.52,32.41,21608,83,30,108,67,33,30,431,79,1304,9574,14428525.92,5817954.0,23271816.0
316,2011,Madurai,1042,834,3,Residential,Luxury,1,1,1,1,RCC,3753,275,12.51,10.01,6672,53,22,33,20,10,9,397,64,1628,11850,6515208.0,2627100.0,10508400.0
317,2011,Coimbatore,3327,2662,2,Residential,Standard,4,4,1,1,RCC,11979,878,39.93,31.94,21296,80,28,106,66,33,29,375,59,1480,7589,12437715.84,5015208.0,20060832.0
318,2017,Erode,3545,2836,1,Residential,Standard,1,1,1,1,RCC,12762,935,42.54,34.03,22688,62,14,113,70,35,31,428,63,1498,8694,16668873.6,6721320.0,26885280.0
319,2012,Chennai,3642,2914,1,Residential,Economy,4,4,1,1,RCC,13113,961,43.71,34.97,23312,78,15,116,72,36,32,444,66,2106,10478,11345950.4,4574980.0,18299920.0
320,2024,Madurai,1792,1434,1,Residential,Economy,2,2,1,1,RCC,6453,473,21.51,17.21,11472,54,26,57,35,17,15,462,68,2348,8261,5423388.0,2186850.0,8747400.0
321,2017,Salem,2583,2067,2,Residential,Standard,3,3,1,1,RCC,9301,682,31.0,24.8,16536,29,18,82,51,25,22,408,62,2512,9384,9104060.16,3670992.0,14683968.0
322,2024,Coimbatore,2142,1714,3,Residential,Economy,5,4,1,1,RCC,7713,565,25.71,20.57,13712,48,21,68,42,21,19,402,79,2022,7936,6673630.4,2690980.0,10763920.0
323,2026,Chennai,1197,958,2,Residential,Standard,1,1,1,1,RCC,4311,316,14.37,11.5,7664,62,23,38,23,11,10,404,58,2216,7761,5759036.16,2322192.0,9288768.0
324,2016,Coimbatore,2026,1621,2,Residential,Premium,3,3,1,1,RCC,7294,534,24.31,19.45,12968,85,16,64,40,20,18,458,82,1665,11741,8102471.24,3267125.5,13068502.0
325,2021,Coimbatore,2535,2028,1,Residential,Economy,5,4,1,1,RCC,9126,669,30.42,24.34,16224,44,29,81,50,25,22,398,59,1552,9729,6538272.0,2636400.0,10545600.0
326,2021,Coimbatore,2792,2234,2,Residential,Standard,4,4,1,1,RCC,10053,737,33.51,26.81,17872,39,17,89,55,27,24,463,60,2345,10727,11634672.0,4691400.0,18765600.0
327,2022,Salem,1488,1191,3,Residential,Economy,5,4,1,1,RCC,5359,393,17.86,14.29,9528,29,9,47,29,14,13,365,74,2386,7796,4504362.0,1816275.0,7265100.0
328,2012,Madurai,3113,2491,3,Residential,Luxury,2,2,1,1,RCC,11209,822,37.37,29.89,19928,45,19,99,62,31,27,381,79,1384,9716,19960084.08,8048421.0,32193684.0
329,2018,Chennai,1025,820,3,Residential,Premium,4,4,1,1,RCC,3690,270,12.3,9.84,6560,38,15,32,20,10,9,374,62,2216,9215,4364105.6,1759720.0,7038880.0
330,2017,Coimbatore,3743,2995,3,Residential,Premium,1,1,1,1,RCC,13477,988,44.92,35.94,23960,30,24,119,74,37,33,392,69,1604,9322,20786138.6,8381507.5,33526030.0
331,2026,Coimbatore,3066,2453,3,Residential,Standard,2,2,1,1,RCC,11038,809,36.8,29.44,19624,37,8,98,61,30,27,373,59,2200,11672,11789706.72,4753914.0,19015656.0
332,2014,Tiruppur,2078,1663,3,Residential,Economy,2,2,1,1,RCC,7483,548,24.95,19.96,13304,58,8,66,41,20,18,414,70,2478,11244,6289466.0,2536075.0,10144300.0
333,2016,Coimbatore,1560,1248,2,Residential,Economy,5,4,1,1,RCC,5616,411,18.72,14.98,9984,56,27,49,31,15,13,459,74,1327,9013,4302105.6,1734720.0,6938880.0
334,2016,Trichy,1373,1099,3,Residential,Economy,3,3,1,1,RCC,4945,362,16.48,13.19,8792,47,17,43,27,13,12,403,60,2145,11848,3665824.4,1478155.0,5912620.0
335,2011,Chennai,1935,1548,1,Residential,Luxury,3,3,1,1,RCC,6966,510,23.22,18.58,12384,56,12,61,38,19,17,453,74,2590,8369,13025862.72,5252364.0,21009456.0
336,2017,Erode,1773,1419,2,Residential,Standard,2,2,1,1,RCC,6385,468,21.29,17.03,11352,67,30,56,35,17,15,368,58,2182,7309,6630022.08,2673396.0,10693584.0
337,2016,Tiruppur,3546,2837,3,Residential,Economy,3,3,1,1,RCC,12766,936,42.55,34.04,22696,31,19,113,70,35,31,460,71,1389,9860,9779706.4,3943430.0,15773720.0
338,2019,Chennai,1830,1464,2,Residential,Standard,4,4,1,1,RCC,6588,483,21.96,17.57,11712,84,29,58,36,18,16,435,63,2091,10160,7232394.24,2916288.0,11665152.0
339,2018,Tiruppur,3626,2901,2,Residential,Economy,5,4,1,1,RCC,13054,957,43.52,34.81,23208,54,15,116,72,36,32,385,76,2137,11600,10000327.2,4032390.0,16129560.0
340,2022,Tiruppur,2211,1769,2,Residential,Economy,5,4,1,1,RCC,7960,583,26.54,21.23,14152,68,20,70,44,22,19,411,60,1667,9781,8072300.8,3254960.0,13019840.0
341,2010,Chennai,3183,2547,2,Residential,Premium,1,1,1,1,RCC,11461,840,38.2,30.56,20376,85,21,101,63,31,28,412,77,1813,10747,18089048.7,7293971.25,29175885.0
342,2021,Salem,1746,1397,2,Residential,Standard,5,4,1,1,RCC,6286,461,20.95,16.76,11176,84,27,55,34,17,15,364,67,1887,7720,5778886.08,2330196.0,9320784.0
343,2013,Coimbatore,2387,1910,1,Residential,Luxury,4,4,1,1,RCC,8595,630,28.65,22.92,15280,30,20,76,47,23,21,465,63,1998,9223,13769877.6,5552370.0,22209480.0
344,2021,Tiruppur,2702,2162,1,Residential,Standard,3,3,1,1,RCC,9729,713,32.43,25.94,17296,75,17,86,54,27,24,423,68,2237,11969,10391090.88,4189956.0,16759824.0
345,2015,Chennai,1968,1575,1,Residential,Economy,4,4,1,1,RCC,7087,519,23.62,18.9,12600,56,22,63,39,19,17,432,79,1713,9886,5077800.0,2047500.0,8190000.0
346,2018,Erode,1516,1213,3,Residential,Luxury,5,4,1,1,RCC,5458,400,18.2,14.56,9704,78,10,48,30,15,13,425,77,1878,10638,8013951.36,3231432.0,12925728.0
347,2026,Tiruppur,2362,1890,2,Residential,Premium,3,3,1,1,RCC,8505,623,28.35,22.68,15120,32,28,75,47,23,21,423,73,1944,7147,12505449.6,5042520.0,20170080.0
348,2019,Tiruppur,1291,1033,3,Residential,Luxury,1,1,1,1,RCC,4648,340,15.49,12.4,8264,90,12,41,25,12,11,453,77,2139,7287,8899832.16,3588642.0,14354568.0
349,2014,Coimbatore,2665,2132,2,Residential,Economy,2,2,1,1,RCC,9594,703,31.98,25.58,17056,90,9,85,53,26,23,410,63,2407,9300,8777017.6,3539120.0,14156480.0
350,2023,Erode,2237,1790,2,Residential,Economy,5,4,1,1,RCC,8055,590,26.85,21.48,14320,35,29,71,44,22,19,441,70,2209,9951,8367892.0,3374150.0,13496600.0
351,2021,Coimbatore,2420,1936,2,Residential,Luxury,2,2,1,1,RCC,8712,638,29.04,23.23,15488,50,24,77,48,24,21,463,59,1532,9523,11623898.88,4687056.0,18748224.0
352,2022,Tiruppur,3665,2932,1,Residential,Economy,3,3,1,1,RCC,13194,967,43.98,35.18,23456,71,30,117,73,36,32,383,66,1833,10889,12397668.8,4999060.0,19996240.0
353,2013,Erode,2010,1608,3,Residential,Luxury,3,3,1,1,RCC,7236,530,24.12,19.3,12864,58,19,64,40,20,17,410,68,1989,10871,13207726.08,5325696.0,21302784.0
354,2023,Erode,2366,1893,1,Residential,Luxury,2,2,1,1,RCC,8518,624,28.39,22.72,15144,45,18,75,47,23,21,365,62,1771,11388,17069711.04,6882948.0,27531792.0
355,2018,Salem,3407,2726,3,Residential,Luxury,5,4,1,1,RCC,12267,899,40.89,32.71,21808,71,30,109,68,34,30,410,74,1790,7992,16914720.96,6820452.0,27281808.0
356,2021,Trichy,2328,1863,2,Residential,Economy,1,1,1,1,RCC,8383,614,27.95,22.36,14904,71,16,74,46,23,20,391,60,2323,7789,7877509.2,3176415.0,12705660.0
357,2015,Erode,3112,2490,3,Residential,Premium,1,1,1,1,RCC,11205,821,37.35,29.88,19920,40,20,99,62,31,27,410,81,1899,10276,13654911.0,5506012.5,22024050.0
358,2014,Trichy,3008,2407,2,Residential,Premium,3,3,1,1,RCC,10831,794,36.1,28.88,19256,77,29,96,60,30,26,396,62,1636,9774,13199747.3,5322478.75,21289915.0
359,2023,Salem,1337,1070,2,Residential,Economy,1,1,1,1,RCC,4815,353,16.05,12.84,8560,52,26,42,26,13,11,453,66,2591,8085,4285564.0,1728050.0,6912200.0
360,2011,Erode,1773,1419,1,Residential,Economy,2,2,1,1,RCC,6385,468,21.29,17.03,11352,73,17,56,35,17,15,376,78,1987,9253,6000099.6,2419395.0,9677580.0
361,2017,Madurai,1343,1075,3,Residential,Premium,5,4,1,1,RCC,4837,354,16.12,12.9,8600,37,19,43,26,13,11,446,76,1361,9946,6069149.0,2447237.5,9788950.0
362,2020,Coimbatore,1118,895,3,Residential,Economy,5,4,1,1,RCC,4027,295,13.42,10.74,7160,25,22,35,22,11,9,440,82,1484,10660,3185126.0,1284325.0,5137300.0
363,2011,Trichy,2407,1926,3,Residential,Luxury,1,1,1,1,RCC,8667,635,28.89,23.11,15408,84,11,77,48,24,21,421,65,1802,9786,11563858.08,4662846.0,18651384.0
364,2016,Madurai,2693,2155,3,Residential,Standard,5,4,1,1,RCC,9697,711,32.32,25.86,17240,28,15,86,53,26,23,459,63,1258,11134,10068849.6,4060020.0,16240080.0
365,2012,Trichy,2371,1897,2,Residential,Economy,3,3,1,1,RCC,8536,626,28.45,22.76,15176,39,20,75,47,23,21,409,74,2405,10350,7809569.6,3149020.0,12596080.0
366,2018,Chennai,2157,1726,3,Residential,Premium,1,1,1,1,RCC,7767,569,25.89,20.71,13808,86,26,69,43,21,19,377,71,2129,10724,10861718.0,4379725.0,17518900.0
367,2022,Coimbatore,1976,1581,2,Residential,Standard,5,4,1,1,RCC,7114,521,23.71,18.97,12648,61,14,63,39,19,17,369,81,2257,7135,6751755.36,2722482.0,10889928.0
368,2019,Erode,3245,2596,1,Residential,Premium,2,2,1,1,RCC,11682,856,38.94,31.15,20768,27,27,103,64,32,28,452,58,1328,9899,14656289.12,5909794.0,23639176.0
369,2015,Trichy,2052,1642,2,Residential,Premium,1,1,1,1,RCC,7389,541,24.63,19.7,13136,65,19,65,41,20,18,399,61,1290,8435,10598814.44,4273715.5,17094862.0
370,2020,Chennai,2818,2255,2,Residential,Luxury,1,1,1,1,RCC,10147,744,33.82,27.06,18040,44,19,90,56,28,25,459,73,2195,7677,14445169.2,5824665.0,23298660.0
371,2026,Trichy,2727,2182,2,Residential,Standard,4,4,1,1,RCC,9819,720,32.73,26.18,17456,57,24,87,54,27,24,409,64,1924,9063,9318361.92,3757404.0,15029616.0
372,2015,Tiruppur,1107,886,1,Residential,Luxury,3,3,1,1,RCC,3987,292,13.29,10.63,7088,80,12,35,22,11,9,377,58,1427,8753,7277391.36,2934432.0,11737728.0
373,2024,Tiruppur,3720,2976,2,Residential,Economy,1,1,1,1,RCC,13392,982,44.64,35.71,23808,30,14,119,74,37,33,433,75,1345,9649,10258867.2,4136640.0,16546560.0
374,2016,Chennai,2732,2186,3,Residential,Luxury,5,4,1,1,RCC,9837,721,32.79,26.23,17488,56,14,87,54,27,24,405,70,1413,7803,19272650.4,7771230.0,31084920.0
375,2012,Trichy,1646,1317,1,Residential,Luxury,4,4,1,1,RCC,5926,434,19.75,15.8,10536,31,23,52,32,16,14,381,70,2535,8964,11346639.84,4575258.0,18301032.0
376,2025,Trichy,3403,2723,3,Residential,Standard,4,4,1,1,RCC,12253,898,40.84,32.68,21784,73,10,108,68,34,30,449,65,1668,7040,11628734.88,4689006.0,18756024.0
377,2013,Coimbatore,3007,2406,3,Residential,Economy,2,2,1,1,RCC,10827,793,36.09,28.87,19248,25,9,96,60,30,26,419,59,2023,8969,9636511.2,3885690.0,15542760.0
378,2011,Coimbatore,2123,1699,3,Residential,Luxury,1,1,1,1,RCC,7645,560,25.48,20.39,13592,84,8,67,42,21,18,421,82,1412,7791,12589997.76,5076612.0,20306448.0
379,2020,Chennai,1956,1565,1,Residential,Standard,5,4,1,1,RCC,7042,516,23.47,18.78,12520,90,20,62,39,19,17,360,60,1260,11553,9408028.8,3793560.0,15174240.0
380,2019,Salem,1437,1150,3,Residential,Economy,5,4,1,1,RCC,5175,379,17.25,13.8,9200,75,29,46,28,14,12,360,75,1627,7197,3835940.0,1546750.0,6187000.0
381,2016,Erode,1958,1567,3,Residential,Standard,4,4,1,1,RCC,7051,517,23.5,18.8,12536,79,11,62,39,19,17,438,60,2318,11257,6691967.52,2698374.0,10793496.0
382,2013,Chennai,2803,2243,3,Residential,Economy,1,1,1,1,RCC,10093,740,33.64,26.92,17944,72,16,89,56,28,24,398,67,1805,8210,8983663.6,3622445.0,14489780.0
383,2010,Chennai,3528,2823,3,Residential,Premium,5,4,1,1,RCC,12703,931,42.34,33.88,22584,34,9,112,70,35,31,374,79,2426,8752,15937867.56,6426559.5,25706238.0
384,2012,Chennai,3662,2930,2,Residential,Luxury,4,4,1,1,RCC,13185,966,43.95,35.16,23440,32,30,117,73,36,32,453,58,2572,8106,20534846.4,8280180.0,33120720.0
385,2018,Erode,3205,2564,1,Residential,Premium,2,2,1,1,RCC,11538,846,38.46,30.77,20512,42,16,102,64,32,28,460,67,1913,7232,17794877.92,7175354.0,28701416.0
386,2015,Erode,2660,2128,2,Residential,Standard,1,1,1,1,RCC,9576,702,31.92,25.54,17024,85,27,85,53,26,23,467,82,1867,9246,12222551.04,4928448.0,19713792.0
387,2017,Trichy,2277,1822,1,Residential,Economy,4,4,1,1,RCC,8199,601,27.33,21.86,14576,70,18,72,45,22,20,360,82,1689,9806,7907480.0,3188500.0,12754000.0
388,2020,Salem,1405,1124,3,Residential,Economy,2,2,1,1,RCC,5058,370,16.86,13.49,8992,68,19,44,28,14,12,368,75,1449,10752,3749214.4,1511780.0,6047120.0
389,2023,Trichy,1823,1459,1,Residential,Economy,5,4,1,1,RCC,6565,481,21.88,17.51,11672,36,28,58,36,18,16,387,64,1788,7111,5843586.8,2356285.0,9425140.0
390,2015,Erode,2331,1865,2,Residential,Standard,1,1,1,1,RCC,8392,615,27.97,22.38,14920,61,20,74,46,23,20,391,68,1726,7226,10711963.2,4319340.0,17277360.0
391,2012,Trichy,1468,1175,3,Residential,Premium,2,2,1,1,RCC,5287,387,17.62,14.1,9400,33,30,47,29,14,13,410,67,1359,7523,6253444.0,2521550.0,10086200.0
392,2012,Coimbatore,1342,1074,3,Residential,Economy,1,1,1,1,RCC,4833,354,16.11,12.89,8592,39,23,42,26,13,11,442,74,1760,10686,4781018.4,1927830.0,7711320.0
393,2023,Erode,1910,1528,1,Residential,Premium,3,3,1,1,RCC,6876,504,22.92,18.34,12224,47,22,61,38,19,16,453,61,2143,9804,10110225.92,4076704.0,16306816.0
394,2013,Tiruppur,2651,2121,1,Residential,Luxury,1,1,1,1,RCC,9544,699,31.81,25.45,16968,51,19,84,53,26,23,445,68,1768,7080,15291052.56,6165747.0,24662988.0
395,2018,Coimbatore,1972,1578,1,Residential,Standard,1,1,1,1,RCC,7101,520,23.67,18.94,12624,30,12,63,39,19,17,421,61,1317,10137,8006898.24,3228588.0,12914352.0
396,2012,Madurai,2300,1840,3,Residential,Standard,1,1,1,1,RCC,8280,607,27.6,22.08,14720,26,16,73,46,23,20,469,62,1927,9978,7365004.8,2969760.0,11879040.0
397,2021,Coimbatore,1902,1522,1,Residential,Premium,3,3,1,1,RCC,6849,502,22.83,18.26,12176,39,15,60,38,19,16,461,63,1784,10119,9824236.04,3961385.5,15845542.0
398,2021,Coimbatore,1153,923,1,Residential,Standard,2,2,1,1,RCC,4153,304,13.84,11.08,7384,85,16,36,23,11,10,360,59,1403,10091,5054200.32,2037984.0,8151936.0
399,2024,Salem,2890,2312,1,Residential,Economy,3,3,1,1,RCC,10404,762,34.68,27.74,18496,39,11,92,57,28,25,418,75,2207,7767,11324176.0,4566200.0,18264800.0
400,2017,Salem,3071,2457,1,Residential,Luxury,4,4,1,1,RCC,11056,810,36.85,29.48,19656,81,9,98,61,30,27,375,64,1339,9179,16726273.2,6744465.0,26977860.0
401,2011,Chennai,2848,2279,2,Residential,Standard,4,4,1,1,RCC,10255,752,34.19,27.35,18232,90,15,91,56,28,25,421,81,1642,11611,11869032.0,4785900.0,19143600.0
402,2011,Coimbatore,2925,2340,1,Residential,Luxury,1,1,1,1,RCC,10530,772,35.1,28.08,18720,46,24,93,58,29,26,470,68,1634,7831,21100435.2,8508240.0,34032960.0
403,2014,Chennai,1425,1140,2,Residential,Luxury,3,3,1,1,RCC,5130,376,17.1,13.68,9120,82,28,45,28,14,12,400,61,1620,9298,9821692.8,3960360.0,15841440.0
404,2018,Coimbatore,2848,2279,1,Residential,Luxury,1,1,1,1,RCC,10255,752,34.19,27.35,18232,90,8,91,56,28,25,440,78,2254,7200,20092575.6,8101845.0,32407380.0
405,2014,Erode,3407,2726,3,Residential,Standard,1,1,1,1,RCC,12267,899,40.89,32.71,21808,71,12,109,68,34,30,409,68,1285,10012,16022337.6,6460620.0,25842480.0
406,2012,Salem,1930,1544,3,Residential,Economy,2,2,1,1,RCC,6948,509,23.16,18.53,12352,52,9,61,38,19,17,396,72,1487,8569,7390201.6,2979920.0,11919680.0
407,2022,Chennai,2558,2047,3,Residential,Standard,3,3,1,1,RCC,9211,675,30.7,24.56,16376,46,8,81,51,25,22,406,73,1677,7539,8467702.08,3414396.0,13657584.0
408,2016,Coimbatore,3442,2754,2,Residential,Luxury,5,4,1,1,RCC,12393,908,41.31,33.05,22032,85,14,110,68,34,30,399,72,1754,8853,19301353.92,7782804.0,31131216.0
409,2023,Erode,2647,2118,1,Residential,Standard,4,4,1,1,RCC,9531,698,31.77,25.42,16944,27,26,84,52,26,23,407,82,1531,8953,11030544.0,4447800.0,17791200.0
410,2025,Trichy,1000,800,1,Residential,Premium,5,4,1,1,RCC,3600,264,12.0,9.6,6400,74,12,32,20,10,8,393,65,2351,7987,5552224.0,2238800.0,8955200.0
411,2014,Trichy,2401,1921,2,Residential,Standard,2,2,1,1,RCC,8644,633,28.81,23.05,15368,66,9,76,48,24,21,381,65,2065,8372,11548129.92,4656504.0,18626016.0
412,2017,Tiruppur,1410,1128,3,Residential,Luxury,4,4,1,1,RCC,5076,372,16.92,13.54,9024,44,16,45,28,14,12,451,71,1394,7422,8358750.72,3370464.0,13481856.0
413,2019,Tiruppur,3230,2584,1,Residential,Premium,1,1,1,1,RCC,11628,852,38.76,31.01,20672,47,12,103,64,32,28,413,60,2284,10087,12915968.96,5208052.0,20832208.0
414,2017,Salem,2536,2029,3,Residential,Economy,5,4,1,1,RCC,9130,669,30.43,24.35,16232,72,24,81,50,25,22,431,64,2092,7622,9711605.6,3915970.0,15663880.0
415,2017,Salem,2296,1837,3,Residential,Standard,4,4,1,1,RCC,8266,606,27.55,22.04,14696,71,24,73,45,22,20,392,79,1350,7467,9075073.92,3659304.0,14637216.0
416,2025,Madurai,3415,2732,1,Residential,Economy,3,3,1,1,RCC,12294,901,40.98,32.78,21856,48,22,109,68,34,30,401,65,2081,7728,13076444.8,5272760.0,21091040.0
417,2017,Madurai,2060,1648,3,Residential,Luxury,4,4,1,1,RCC,7416,543,24.72,19.78,13184,71,20,65,41,20,18,444,73,1947,8045,10887874.56,4390272.0,17561088.0
418,2011,Trichy,2138,1711,3,Residential,Premium,2,2,1,1,RCC,7699,564,25.66,20.53,13688,42,20,68,42,21,19,438,71,2523,7637,8829204.86,3560163.25,14240653.0
419,2021,Erode,3403,2723,3,Residential,Premium,4,4,1,1,RCC,12253,898,40.84,32.68,21784,80,18,108,68,34,30,382,73,1236,8318,17576474.86,7087288.25,28349153.0
420,2017,Erode,3016,2413,2,Residential,Premium,1,1,1,1,RCC,10858,796,36.2,28.96,19304,50,19,96,60,30,26,458,67,2528,9095,13623122.36,5493194.5,21972778.0
421,2016,Chennai,1836,1469,1,Residential,Luxury,5,4,1,1,RCC,6610,484,22.04,17.63,11752,77,25,58,36,18,16,394,58,1343,7038,8819993.52,3556449.0,14225796.0
422,2017,Coimbatore,1886,1509,1,Residential,Economy,2,2,1,1,RCC,6790,497,22.63,18.11,12072,58,30,60,37,18,16,460,65,1239,7196,5707038.0,2301225.0,9204900.0
423,2025,Madurai,1583,1267,1,Residential,Standard,1,1,1,1,RCC,5701,418,19.0,15.2,10136,34,24,50,31,15,14,404,68,1797,10419,5580476.16,2250192.0,9000768.0
424,2018,Coimbatore,3451,2761,2,Residential,Economy,3,3,1,1,RCC,12424,911,41.41,33.13,22088,58,10,110,69,34,30,368,77,1307,9154,9517719.2,3837790.0,15351160.0
425,2025,Coimbatore,1673,1339,3,Residential,Premium,3,3,1,1,RCC,6025,441,20.09,16.07,10712,49,27,53,33,16,14,431,59,1515,10463,9726388.88,3921931.0,15687724.0
426,2012,Tiruppur,2971,2377,2,Residential,Standard,1,1,1,1,RCC,10696,784,35.66,28.52,19016,85,11,95,59,29,26,368,76,1511,8567,12061088.16,4863342.0,19453368.0
427,2023,Coimbatore,3315,2652,2,Residential,Economy,2,2,1,1,RCC,11934,875,39.78,31.82,21216,26,14,106,66,33,29,434,64,1420,10746,12989496.0,5237700.0,20950800.0
428,2020,Erode,2232,1786,2,Residential,Luxury,5,4,1,1,RCC,8037,589,26.79,21.43,14288,32,8,71,44,22,19,389,81,1248,8810,16104862.08,6493896.0,25975584.0
429,2015,Coimbatore,3625,2900,2,Residential,Luxury,2,2,1,1,RCC,13050,957,43.5,34.8,23200,64,29,116,72,36,32,393,62,1522,7508,20324592.0,8195400.0,32781600.0
